,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),Outlier,Latitude,Longitude,Address,City,State,ZipCode
1672,23008,2015,NonResidential,Mixed Use Property,Display Costumes,North,1952,1.0,2.0,32009,0,32009,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,17500.0,Retail Store,15770.0,Office,4000.0,,,52.9,132.0,1972156.0,0.0,1363252.0,608961.0,0.0,41.85,1.12,, 47.70982623, -122.318638, 11201 Roosevelt Way Ne, Seattle, WA,98125
1653,23008,2016,NonResidential,Mixed Use Property,Display Supply Inc,North,1952,1.0,2.0,32009,0,32009,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,17500.0,Retail Store,15770.0,Office,4000.0,,,53.59999847,131.5,1998725.25,0.0,1340993.0,657732.0,0.0,44.28,1.38,,47.70983,-122.31865,11201 Roosevelt Way Ne,Seattle,WA,98125
1675,23011,2015,NonResidential,Retail Store,Retail Stores,North,1966,1.0,1.0,41615,0,41615,Retail Store,Retail Store,41615.0,,,,,,63.0,49.6,155.7,2063212.0,0.0,2063298.0,0.0,0.0,14.38,0.13,, 47.70724183, -122.322564, 10700 5Th Ave Ne, Seattle, WA,98125
1676,23017,2015,NonResidential,Medical Office,Fifth Avenue Medical Center,North,1988,1.0,3.0,28841,0,28841,Medical Office,Medical Office,28841.0,,,,,,61.0,46.3,116.0,1334876.0,0.0,930013.0,404901.0,0.0,27.99,0.83,, 47.70661163, -122.32263184, 10564 5Th Ave Ne, Seattle, WA,98125
1657,23017,2016,NonResidential,Medical Office,5Th Ave Professional Center,North,1988,1.0,3.0,28841,0,28841,Medical Office,Medical Office,28841.0,,,,,,55.0,50.59999847,122.4000015,1459199.75,0.0,955324.0,503875.0,0.0,33.42,1.16,,47.70676,-122.32264,10564 5Th Ave Ne.,Seattle,WA,98125
1677,23020,2015,NonResidential,"Self-Storage Facility
",Northgate Self Storage,North,1977,1.0,2.0,33344,0,33344,"Office, Parking, Self-Storage Facility",Self-Storage Facility,31360.0,Office,984.0,Parking,0.0,,,3.6,11.2,114892.0,0.0,114896.0,0.0,0.0,0.8,0.01,, 47.70789044, -122.3188821, 10805 Roosevelt Way Ne, Seattle, WA,98125
1658,23020,2016,NonResidential,Self-Storage Facility,Northgate Self Storage,North,1977,2.0,2.0,33344,0,33344,"Office, Parking, Self-Storage Facility",Self-Storage Facility,31360.0,Office,984.0,Parking,0.0,,,3.799999952,12.0,123767.2031,0.0,123767.0,0.0,0.0,0.86,0.03,,47.70782,-122.31873,10805 Roosevelt Way Ne,Seattle,WA,98125
1678,23022,2015,Nonresidential COS,Other,Northgate Community Center & Park,North,2005,1.0,1.0,30498,0,30498,Other - Recreation,Other - Recreation,30498.0,,,,,,,84.1,166.2,2566219.0,0.0,1136064.0,1430202.0,0.0,83.88,2.59,, 47.70519257, -122.32242584, 10510 5Th Ave Ne, Seattle, WA,98125
1659,23022,2016,Nonresidential COS,Other,Northgate Campus,North,2005,2.0,1.0,30498,0,30498,Other - Recreation,Other - Recreation,30498.0,,,,,,,79.90000153,156.8999939,2436063.0,0.0,1066226.0,1369837.0,0.0,80.19,2.63,,47.70541,-122.32232,10510 5Th Ave Ne,Seattle,WA,98125
1683,23040,2015,NonResidential,K-12 School,Holy Family School,Delridge,1924,1.0,2.0,42975,0,42975,K-12 School,K-12 School,21405.0,,,,,,86.0,51.1,72.9,1093653.0,0.0,197155.0,896506.0,0.0,48.99,1.12,, 47.51711754, -122.3597229, 9643 20Th Ave Sw, Seattle, WA,98106
1664,23040,2016,NonResidential,K-12 School,Holy Family School,Delridge,1924,1.0,2.0,42975,0,42975,K-12 School,K-12 School,21405.0,,,,,,92.0,44.79999924,64.0,959352.0,0.0,173165.0,786187.0,0.0,42.96,1.0,,47.51698,-122.35946,9615 20Th Ave. Sw,Seattle,WA,98106
1685,23049,2015,NonResidential,Other,Laidlaw,Delridge,1963,1.0,1.0,23260,0,23260,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",13075.0,Office,10185.0,,,,,69.2,141.8,1609444.0,0.0,769135.0,840341.0,0.0,49.99,2.01,, 47.53391013, -122.3372684, 7739 1St Ave S, Seattle, WA,98108
1666,23049,2016,NonResidential,Other,Laidlaw,Delridge,1963,1.0,1.0,23260,0,23260,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",13075.0,Office,10185.0,,,,,69.30000305,137.3999939,1612105.75,0.0,719779.0,892327.0,0.0,52.41,2.25,,47.53366,-122.33733,7739 1St Avenue S,Seattle,WA,98108
1687,23051,2015,NonResidential,Small- and Mid-Sized Office,Macdonald Miller,Delridge,1988,1.0,2.0,30659,0,30659,"Non-Refrigerated Warehouse, Office",Office,17422.0,Non-Refrigerated Warehouse,16117.0,,,,9.0,106.7,265.6,3580035.0,0.0,2463460.0,1116677.0,0.0,76.48,2.15,, 47.53292767, -122.3402659, 7717 Detroit Ave Sw, Seattle, WA,98106
1668,23051,2016,NonResidential,Small- and Mid-Sized Office,Mmfs Upper Bldg,Delridge,1988,1.0,2.0,30659,0,30659,"Data Center, Non-Refrigerated Warehouse, Office",Office,27262.0,Non-Refrigerated Warehouse,8653.0,Data Center,285.0,,88.0,72.40000153,180.1000061,2619088.5,0.0,1804388.0,814700.0,0.0,55.85,1.82,,47.53309,-122.33977,7717 Detroit Ave Sw,Seattle,WA,98106
1688,23056,2015,NonResidential,Other,National Sign Co,Magnolia / Queen Anne,1920,1.0,2.0,27144,0,27144,Other,Other,27144.0,,,,,,,34.6,69.5,939840.0,0.0,430411.0,509447.0,0.0,30.06,1.04,, 47.63142293, -122.3413739, 1255 Westlake Ave N, Seattle, WA,98109
1669,23056,2016,NonResidential,Other,National Sign,Magnolia / Queen Anne,1920,1.0,2.0,27144,0,27144,Other,Other,27144.0,,,,,,,37.29999924,74.5,1012024.313,0.0,458796.0,553228.0,0.0,32.58,1.2,,47.63132,-122.34136,1255 Westlake Ave N,Seattle,WA,98109
1689,23064,2015,NonResidential,Other,Evergreen-Washelli,Northwest,1970,1.0,1.0,23166,0,23166,Other,Other,23166.0,,,,,,,142.2,149.3,3294645.0,0.0,11.0,3294634.0,0.0,174.98,7.55,, 47.70969561, -122.3456598, 11111 Aurora Ave N, Seattle, WA,98133
1670,23064,2016,NonResidential,Other,Evergreen Washelli,Northwest,1970,5.0,1.0,23166,0,23166,Other,Other,23166.0,,,,,,,150.0,157.5,3475804.25,0.0,3.0,3475801.0,0.0,184.6,7.97,,47.70969,-122.34557,11111 Aurora Ave. N,Seattle,WA,98133
1690,23065,2015,NonResidential,Medical Office,North District Multi-Service Center - King County,Northwest,1979,1.0,2.0,34759,0,34759,"Medical Office, Parking",,,,,,,,71.0,40.9,128.4,1410266.0,0.0,1410325.0,0.0,0.0,9.83,0.11,, 47.70558717, -122.3349479, 10501 Meridian Ave N, Seattle, WA,98133
1671,23065,2016,NonResidential,Medical Office,Meridian Center For Health,Northwest,1979,1.0,2.0,34759,0,34759,"Medical Office, Parking",Medical Office,44667.0,Parking,0.0,,,,81.0,36.59999847,114.8000031,1633105.375,0.0,1633105.0,0.0,0.0,11.39,0.33,,47.70558,-122.33486,10521 Meridian Ave N,Seattle,WA,98133
1691,23071,2015,NonResidential,Hospital,Northwest Hospital & Medical Center,Northwest,1966,1.0,1.0,415632,0,415632,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),483520.0,Parking,266833.0,,,,88.0,194.8,387.9,94178648.0,0.0,42421724.0,51758703.0,0.0,3044.63,6.89,, 47.71460657, -122.3368526, 1550 N 115Th St, Seattle, WA,98133
1672,23071,2016,NonResidential,Hospital,Main Hospital - All Wings,Northwest,1966,8.0,1.0,415632,0,415632,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),483520.0,Parking,266833.0,,,,85.0,204.6999969,400.2000122,98960776.0,0.0,42864158.0,56096612.0,0.0,3278.11,7.89,,47.71425,-122.33689,Facilities Management Ms: B-120,Seattle,WA,98133
1694,23076,2015,NonResidential,Worship Facility,North Seattle Alliance Church,Northwest,1965,1.0,2.0,44719,0,44719,"Medical Office, Office, Worship Facility",Worship Facility,45909.0,Medical Office,1025.0,Office,972.0,,,32.1,65.8,1536287.0,0.0,736806.0,799512.0,0.0,47.6,0.99,, 47.71756004, -122.3320302, 2150 N 122Nd St, Seattle, WA,98133
1675,23076,2016,NonResidential,Worship Facility,North Seattle Alliance Church,Northwest,1965,1.0,2.0,44719,0,44719,"Medical Office, Office, Worship Facility",Worship Facility,45909.0,Medical Office,1025.0,Office,972.0,,,33.70000076,66.09999847,1614026.25,0.0,704681.0,909345.0,0.0,53.21,1.19,,47.71745,-122.33221,2150 N. 122Nd Street,Seattle,WA,98133
1697,23098,2015,NonResidential,Supermarket/Grocery Store,Hilltop Red Apple Market,Greater Duwamish,1965,1.0,1.0,21603,0,21603,Supermarket/Grocery Store,Supermarket/Grocery Store,21603.0,,,,,,16.0,268.8,678.3,5807879.0,0.0,4093969.0,1714078.0,0.0,119.57,4.72,, 47.57898152, -122.3129112, 2701 Beacon Ave S, Seattle, WA,98144
1678,23098,2016,NonResidential,Supermarket / Grocery Store,Red Apple Market,Greater Duwamish,1965,1.0,1.0,21603,0,21603,Supermarket/Grocery Store,Supermarket/Grocery Store,21603.0,,,,,,16.0,270.0,660.9000244,5833800.0,0.0,3900058.0,1933742.0,0.0,129.89,6.01,,47.57894,-122.31287,2701 Beacon Ave S,Seattle,WA,98144
1709,23113,2015,NonResidential,Medical Office,Group Health Hospital-Seattle,East,1964,1.0,3.0,591981,0,591981,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",Medical Office,520187.0,Parking,282392.0,Other/Specialty Hospital,54159.0,,61.0,177.3,358.7,104977248.0,0.0,48861766.0,56117500.0,0.0,3321.02,5.25,, 47.61997738, -122.3121244, 201 16Th Ave E, Seattle, WA,98112
1690,23113,2016,NonResidential,Medical Office,Central Campus,East,1964,1.0,3.0,591981,0,591981,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",Medical Office,520187.0,Parking,282392.0,Other/Specialty Hospital,54159.0,,60.0,173.3999939,351.6000061,102673696.0,0.0,48002292.0,54671394.0,0.0,3238.24,5.47,,47.62014,-122.31228,201 16Th Ave. E.,Seattle,WA,98112
1710,23115,2015,NonResidential,"Distribution Center
","Intermountain Supply, Inc.",Delridge,1979,1.0,1.0,42900,0,42900,Distribution Center,Distribution Center,43050.0,,,,,,60.0,9.1,28.5,390726.0,0.0,390742.0,0.0,0.0,2.72,0.02,, 47.5315885, -122.3356991, 7901 1St Ave S, Seattle, WA,98108
1691,23115,2016,NonResidential,Distribution Center,Intermountain Supply,Delridge,1979,1.0,1.0,42900,0,42900,Distribution Center,Distribution Center,43050.0,,,,,,53.0,10.10000038,31.79999924,436252.5,0.0,436253.0,0.0,0.0,3.04,0.07,,47.53158,-122.33568,7901 1St Ave South,Seattle,WA,98108
1711,23117,2015,Nonresidential COS,Other,Joint Training Facilities Campus,Delridge,2005,1.0,1.0,57952,0,57952,Adult Education,Adult Education,57952.0,,,,,,,53.6,112.1,3105001.0,0.0,1548473.0,1556593.0,0.0,93.47,1.5,, 47.51875781, -122.3370906, 9401 Myers Way S, Seattle, WA,98108
1692,23117,2016,Campus,Other,Joint Training Facilities Campus,Delridge,2005,5.0,1.0,57952,0,57952,Adult Education,Adult Education,57952.0,,,,,,,53.29999924,109.1999969,3091387.5,0.0,1474450.0,1616937.0,0.0,96.15,1.66,,47.51885,-122.33421,9401 Myers Way S,Seattle,WA,98108
1712,23120,2015,NonResidential,Other,"Waste Management Maintenance Shed, Bldg A",Delridge,1971,1.0,1.0,26232,0,26232,"Office, Other - Services",Other - Services,18262.0,Office,7970.0,,,,,109.6,185.0,2874181.0,0.0,878285.0,1995932.0,0.0,112.13,4.13,, 47.52959109, -122.3355729, 8111 1St Ave S, Seattle, WA,98108
1693,23120,2016,NonResidential,Other,(Id23120) Waste Management,Delridge,1971,1.0,1.0,26232,0,26232,"Office, Other - Services",Other - Services,18262.0,Office,7970.0,,,,,118.0,195.6999969,3094090.0,0.0,902081.0,2192009.0,0.0,122.71,4.68,,47.52956,-122.33592,8111 1St Ave S,Seattle,WA,98108
1717,23158,2015,NonResidential,Non-Refrigerated Warehouse,Briggs Technologies Inc,Downtown,1956,1.0,2.0,25840,0,25840,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25840.0,,,,,,92.0,12.1,37.9,311939.0,0.0,311952.0,0.0,0.0,2.17,0.03,, 47.59790914, -122.3154892, 1239 S King St, Seattle, WA,98144
1698,23158,2016,NonResidential,Warehouse,Kof Associates,Downtown,1956,1.0,2.0,25840,0,25840,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25840.0,,,,,,92.0,12.10000038,38.09999847,313528.0938,0.0,313528.0,0.0,0.0,2.19,0.08,,47.59783,-122.31554,1239 S. King St.,Seattle,WA,98144
1718,23161,2015,NonResidential,Small- and Mid-Sized Office,Pearl Warren Building,Downtown,1988,1.0,1.0,45145,0,45145,Office,Office,43813.0,,,,,,100.0,25.6,50.4,1119906.0,0.0,494764.0,625162.0,0.0,36.65,0.76,, 47.59711677, -122.3180368, 611 12Th Ave S, Seattle, WA,98144
1699,23161,2016,NonResidential,Small- and Mid-Sized Office,Pearl Warren Building,Downtown,1988,1.0,1.0,45145,0,45145,Office,Office,43813.0,,,,,,,29.0,54.90000153,1268459.0,0.0,514491.0,753968.0,0.0,43.63,0.97,,47.59721,-122.31838,606 12Th Ave S,Seattle,WA,98144
1720,23163,2015,NonResidential,Medical Office,Leschi Center,Downtown,1995,1.0,4.0,43813,23086,20727,Medical Office,Medical Office,45145.0,,,,,,76.0,39.8,125.1,1798899.0,0.0,1798974.0,0.0,0.0,12.54,0.11,, 47.59703102, -122.3168033, 606 12Th Ave S, Seattle, WA,98144
1721,23164,2015,NonResidential,Small- and Mid-Sized Office,The Weller Building,Downtown,2001,1.0,5.0,70332,22095,48237,"Office, Parking",Office,44417.0,Parking,25915.0,,,,87.0,46.7,140.4,2074152.0,0.0,1942577.0,131656.0,0.0,20.53,0.17,, 47.59726811, -122.3158318, 1225 S Weller St, Seattle, WA,98144
1701,23164,2016,NonResidential,Small- and Mid-Sized Office,The Weller Building,Downtown,2001,1.0,5.0,70332,22095,48237,"Office, Parking",Office,44417.0,Parking,25915.0,,,,89.0,44.59999847,134.6000061,1981115.25,0.0,1866104.0,115011.0,0.0,19.12,0.27,,47.59728,-122.31587,1225 S Weller Street,Seattle,WA,98144
1737,23204,2015,SPS-District K-12,K-12 School,Maple Elementary School(Sps-District),Greater Duwamish,1971,1.0,1.0,50546,0,50546,K-12 School,K-12 School,52041.0,,,,,,97.0,18.9,59.2,971308.0,0.0,970348.0,1000.0,0.0,6.82,0.05,, 47.55786816, -122.3185601, 4925 Corson Ave S, Seattle, WA,98108
1746,23228,2015,NonResidential,Supermarket/Grocery Store,Safeway Store # 1143,Ballard,1994,1.0,1.0,45522,0,45522,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,45522.0,Parking,0.0,,,,18.0,285.8,639.9,13010578.0,0.0,7402385.0,5608500.0,0.0,349.47,6.98,, 47.69020556, -122.3761123, 8332 15Th Ave Nw, Seattle, WA,98117
1726,23228,2016,NonResidential,Supermarket / Grocery Store,Safeway 1143 - 15Th Ave,Ballard,1994,1.0,1.0,45522,0,45522,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,45522.0,Parking,0.0,,,,22.0,269.1000061,604.9000244,12250422.0,0.0,7019711.0,5230709.0,0.0,326.74,7.18,,47.6899,-122.37619,8332 15Th Ave Nw,Seattle,WA,98117
1747,23231,2015,NonResidential,Retail Store,Bitter Lake Plaza,Northwest,1979,1.0,2.0,20088,0,20088,"Office, Parking, Retail Store",Retail Store,16080.0,Office,3500.0,Parking,508.0,,,17.2,54.0,336461.0,0.0,336475.0,0.0,0.0,2.35,0.04,, 47.72285043, -122.3459776, 929 N 130Th St, Seattle, WA,98133
1727,23231,2016,NonResidential,Retail Store,Bitter Lake Plaza,Northwest,1979,1.0,2.0,20088,0,20088,"Office, Parking, Retail Store",Retail Store,16080.0,Office,3500.0,Parking,508.0,,,16.70000076,52.40000153,326778.6875,0.0,326778.0,0.0,0.0,2.28,0.11,,47.72286,-122.34612,929 N 130Th St,Seattle,WA,98133
1752,23265,2015,Campus,Other,Terminal 102 Port Of Seattle - Campus,Greater Duwamish,1989,1.0,2.0,138907,0,138907,Other,Other,139557.0,,,,,,,54.9,133.7,7657568.0,0.0,5078028.0,2579750.0,0.0,172.41,1.08,, 47.56905191, -122.3493679, 1021 Sw Klickitat Way, Seattle, WA,98134
1732,23265,2016,Campus,Other,T102 1011 B/C,Greater Duwamish,1989,5.0,2.0,138907,0,138907,Other,Other,139557.0,,,,,,,56.20000076,135.8000031,7837692.5,0.0,5130303.0,2707389.0,0.0,179.55,1.29,,47.57049,-122.34857,1011 Klickitat Way Sw,Seattle,WA,98134
1753,23268,2015,NonResidential,Small- and Mid-Sized Office,Harbor Marina Bldgs E & F,Greater Duwamish,1997,1.0,2.0,40657,0,40657,"Office, Parking",Office,40657.0,Parking,0.0,,,,54.0,71.8,221.1,2920918.0,0.0,2834498.0,86537.0,0.0,24.36,0.3,, 47.57006806, -122.3470127, 1131 Sw Klickitat Way, Seattle, WA,98134
1733,23268,2016,NonResidential,Small- and Mid-Sized Office,Building F,Greater Duwamish,1997,1.0,2.0,40657,0,40657,"Office, Parking",Office,40657.0,Parking,0.0,,,,57.0,69.5,214.0,2826828.0,0.0,2742404.0,84424.0,0.0,23.6,0.58,,47.56999,-122.34703,1131 Sw Klickitat Way,Seattle,WA,98134
1754,23277,2015,NonResidential,Non-Refrigerated Warehouse,Hardware Specialty Co,Greater Duwamish,1900,1.0,1.0,20200,0,20200,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18700.0,Office,1500.0,,,,,13.2,40.9,265874.0,0.0,262036.0,3849.0,0.0,2.03,0.04,, 47.57289471, -122.3504231, 3419 11Th Ave Sw, Seattle, WA,98134
1734,23277,2016,NonResidential,Warehouse,23277 Hsc Harbisl,Greater Duwamish,1900,1.0,1.0,20200,0,20200,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18700.0,Office,1500.0,,,,,13.30000019,41.0,269016.6875,0.0,260808.0,8209.0,0.0,2.25,0.11,,47.57279,-122.35066,3419 11Th Ave. S.W.,Seattle,WA,98134
1765,23297,2015,NonResidential,Residence Hall/Dormitory,St James Cathedral & Rectory,East,1904,1.0,1.0,44086,0,44086,Residence Hall/Dormitory,Residence Hall/Dormitory,44091.0,,,,,,31.0,74.4,140.8,3282191.0,1709038.0,1196273.0,376930.0,0.0,160.28,3.52,, 47.60733516, -122.3257991, 804 9Th Ave, Seattle, WA,98104
1745,23297,2016,NonResidential,Residence Hall,St. James Cathedral & Rectory,East,1904,1.0,1.0,44086,0,44086,Residence Hall/Dormitory,Residence Hall/Dormitory,44091.0,,,,,,29.0,82.80000305,151.3999939,3652708.75,1920474.25,1218944.0,513291.0,0.0,184.0,4.17,,47.6073,-122.32585,804 9Th Ave.,Seattle,WA,98104
1766,23299,2015,NonResidential,Small- and Mid-Sized Office,Pigott Building,East,1970,1.0,7.0,54372,20824,33548,"Office, Parking",Office,54372.0,Parking,15000.0,,,,90.0,28.8,90.3,1563640.0,0.0,1563705.0,0.0,0.0,10.9,0.08,, 47.60652161, -122.32528687, 700 9Th Ave, Seattle, WA,98104
1746,23299,2016,NonResidential,Small- and Mid-Sized Office,Pigott Building,East,1970,1.0,7.0,54372,20824,33548,"Office, Parking",Office,54372.0,Parking,15000.0,,,,94.0,25.79999924,81.09999847,1403820.0,0.0,1403820.0,0.0,0.0,9.79,0.18,,47.60663,-122.32526,710 9Th Ave.,Seattle,WA,98104
1774,23310,2015,NonResidential,Other,Frye Art Museum,East,1951,1.0,1.0,47699,0,47699,"Museum, Parking",Museum,47000.0,Parking,0.0,,,,,260.3,507.8,12236144.0,7396214.0,4730880.0,109248.0,0.0,609.68,12.36,, 47.60719689, -122.3241096, 704 Terry Ave, Seattle, WA,98104
1753,23310,2016,NonResidential,Other,Charles & Emma Frye Free Public Art Museum,East,1951,1.0,1.0,47699,0,47699,"Museum, Parking",Museum,47000.0,Parking,0.0,,,,,309.0,609.7000122,14524386.0,8630381.0,5782654.0,111350.0,0.0,712.39,14.94,,47.60709,-122.32416,704 Terry Ave,Seattle,WA,98104
1775,23311,2015,NonResidential,Other,First Hill Medical Pavillion,East,1945,1.0,1.0,274568,0,274568,,,,,,,,,,91.9,194.4,25246386.0,13364736.0,11882142.0,0.0,0.0,1114.43,3.87,, 47.60830458, -122.3233504, 1124 Columbia St, Seattle, WA,98104
1754,23311,2016,NonResidential,Medical Office,Hart First Hill Llc,East,1945,1.0,1.0,274568,0,274568,"Medical Office, Parking",Medical Office,228133.0,Parking,135954.0,,,,52.0,111.0,235.5,25311526.0,13296249.0,12015275.0,0.0,0.0,1110.07,4.04,,47.60862,-122.32372,1124 Columbia Street,Seattle,WA,98104
1776,23313,2015,NonResidential,Small- and Mid-Sized Office,Swedish Hospital Medical Center,East,1956,1.0,3.0,21282,0,21282,Office,Office,19658.0,,,,,,69.0,62.5,122.7,1228041.0,745172.0,482890.0,0.0,0.0,60.88,2.76,, 47.60802721, -122.3228166, 1115 Columbia St, Seattle, WA,98104
1755,23313,2016,NonResidential,Small- and Mid-Sized Office,Swedish Invex Building,East,1956,1.0,3.0,21282,0,21282,Office,Office,19658.0,,,,,,69.0,63.40000153,123.9000015,1245923.75,762542.3125,483381.0,0.0,0.0,62.23,2.92,,47.60819,-122.32282,1115 Columbia St,Seattle,WA,98122
1778,23320,2015,NonResidential,Other,Centurylink: Parkway Co,Southeast,1921,1.0,2.0,41022,0,41022,Other,Other,41022.0,,,,,,,94.0,295.3,3857679.0,0.0,3857839.0,0.0,0.0,26.89,0.25,, 47.54547838, -122.2759121, 6315 Rainier Ave S, Seattle, WA,98118
1757,23320,2016,NonResidential,Other,Parkway,Southeast,1921,1.0,2.0,41022,0,41022,Other,Other,41022.0,,,,,,,92.30000305,289.8999939,3787648.25,0.0,3787648.0,0.0,0.0,26.41,0.64,,47.54563,-122.27616,6315 Rainier Ave S,Seattle,WA,98118
1782,23331,2015,NonResidential,Small- and Mid-Sized Office,Gateway Plaza Office Bldg,North,1985,1.0,3.0,33580,12990,20590,"Office, Parking",Office,20590.0,Parking,12990.0,,,,88.0,33.8,106.1,695803.0,0.0,695832.0,0.0,0.0,4.85,0.06,, 47.72971465, -122.2927811, 13751 Lake City Way Ne, Seattle, WA,98125
1762,23331,2016,NonResidential,Small- and Mid-Sized Office,Gateway Plaza,North,1985,1.0,3.0,33580,12990,20590,"Office, Parking",Office,20590.0,Parking,12990.0,,,,100.0,19.89999962,62.5,409578.4063,0.0,409579.0,0.0,0.0,2.86,0.09,,47.72986,-122.29278,13751 Lake City Way Ne,Seattle,WA,98125
1786,23342,2015,NonResidential,Non-Refrigerated Warehouse,Daily Racing Form/Warehouse,North,1977,1.0,1.0,21936,0,21936,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21936.0,,,,,,99.0,6.6,13.5,145573.0,0.0,68982.0,76593.0,0.0,4.55,0.19,, 47.72068751, -122.3009125, 12547 26Th Ave Ne, Seattle, WA,98125
1766,23342,2016,NonResidential,Warehouse,Daily Racing Form,North,1977,1.0,1.0,21936,0,21936,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21936.0,,,,,,100.0,5.199999809,12.30000019,113130.0,0.0,71827.0,41303.0,0.0,2.69,0.12,,47.72051,-122.30103,12547 26Th Ave Ne,Seattle,WA,98165
1787,23343,2015,NonResidential,Other,Centurylink: Lake City Garage,North,1969,1.0,1.0,30160,0,30160,Other,Other,30139.0,,,,,,,39.4,63.9,1187723.0,0.0,324605.0,863131.0,0.0,48.1,1.55,, 47.72083444, -122.2997946, 12550 26Th Ave Ne, Seattle, WA,98125
1767,23343,2016,NonResidential,Other,Lake City,North,1969,1.0,1.0,30160,0,30160,Other,Other,30139.0,,,,,,,34.70000076,53.40000153,1045838.5,0.0,244597.0,801241.0,0.0,44.26,1.47,,47.72083,-122.29979,12550 26Th Ave Ne,Seattle,WA,98125
1793,23368,2015,NonResidential,Mixed Use Property,Seaboard Building Condominium,Downtown,1909,1.0,11.0,111137,0,111137,"Bank Branch, Multifamily Housing, Office, Other, Retail Store",Office,42939.0,Multifamily Housing,40878.0,Bank Branch,10887.0,,,92.8,203.3,9191826.0,0.0,5016804.0,4175230.0,0.0,256.72,2.12,, 47.6106807, -122.3365728, 1500 4Th Ave, Seattle, WA,98101
1773,23368,2016,NonResidential,Mixed Use Property,Seaboard Building,Downtown,1909,1.0,11.0,111137,0,111137,"Bank Branch, Multifamily Housing, Office, Other, Retail Store",Office,42939.0,Multifamily Housing,40878.0,Bank Branch,10887.0,,,96.40000153,198.3000031,9546165.0,0.0,4602455.0,4943709.0,0.0,294.65,2.65,,47.61056,-122.33661,1500-1506 4Th Ave.,Seattle,WA,98011
1797,23396,2015,NonResidential,Other,4500 W Marginal Way Sw,Delridge,1997,1.0,1.0,40189,0,40189,"Office, Other - Utility, Parking",Other - Utility,28347.0,Office,9113.0,Parking,0.0,,,54.6,110.1,2046914.0,0.0,944666.0,1102287.0,0.0,65.13,1.52,, 47.56323127, -122.3506942, 4500 W Marginal Way Sw, Seattle, WA,98106
1777,23396,2016,NonResidential,Other,Dww-Soc 4500 W. Marginal Way Sw,Delridge,1997,1.0,1.0,40189,0,40189,"Office, Other - Utility, Parking",Other - Utility,28347.0,Office,9113.0,Parking,0.0,,,40.29999924,93.69999695,1509292.0,0.0,921235.0,588057.0,0.0,37.65,0.94,,47.56319,-122.35067,4500 W Marginal Way Sw,Seattle,WA,98106
1798,23397,2015,NonResidential,Other,Fraser Boiler Service,Delridge,1966,1.0,2.0,28109,0,28109,Other,Other,28109.0,,,,,,,81.8,237.4,2298648.0,0.0,2038554.0,260179.0,0.0,28.03,0.69,, 47.57061835, -122.356355, 3601 W Marginal Way Sw, Seattle, WA,98106
1760,23397,2016,NonResidential,Other,Fraser Marine Building,Delridge,1966,1.0,2.0,28109,0,28109,Other,Other,28109.0,,,,,,,128.5,382.2999878,3612526.75,0.0,3326281.0,286245.0,0.0,38.39,1.37,,47.57058,-122.35626,3601 West Marginal Way Sw,Seattle,WA,98106
1799,23400,2015,NonResidential,Small- and Mid-Sized Office,Seattle Commerce Center,Delridge,1988,1.0,2.0,66484,0,66484,"Non-Refrigerated Warehouse, Office, Retail Store",Office,49334.0,Non-Refrigerated Warehouse,18000.0,Retail Store,9000.0,,69.0,40.0,125.6,3053785.0,0.0,3053912.0,0.0,0.0,21.29,0.12,, 47.56876754, -122.3636918, 2414 Sw Andover St, Seattle, WA,98106
